CementMix,BlastFurnaceSlag,FlyAsh,WaterMix,Superplasticizer,CoarseAggregate,FineAggregate,Age_day,Strength
424,22,132,168,8.9,822,750,3,0
424,22,132,168,8.9,822,750,7,0
424,22,132,168,8.9,822,750,56,1
202,11,141,206,1.7,942,801,28,0
202,11,141,206,1.7,942,801,3,0
202,11,141,206,1.7,942,801,7,0
202,11,141,206,1.7,942,801,56,0
284,15,141,179,5.5,842,801,28,0
284,15,141,179,5.5,842,801,3,0
284,15,141,179,5.5,842,801,7,0
284,15,141,179,5.5,842,801,56,0
359,19,141,154,10.9,942,801,28,1
359,19,141,154,10.9,942,801,28,1
359,19,141,154,10.9,942,801,3,0
359,19,141,154,10.9,942,801,3,0
359,19,141,154,10.9,942,801,7,0
359,19,141,154,10.9,942,801,7,0
359,19,141,154,10.9,942,801,56,1
359,19,141,154,10.9,942,801,56,1
436,0,0,218,0,838.4,719.7,28,0
289,0,0,192,0,913.2,895.3,90,0
289,0,0,192,0,913.2,895.3,3,0
393,0,0,192,0,940.6,785.6,3,0
393,0,0,192,0,940.6,785.6,90,0
393,0,0,192,0,940.6,785.6,28,0
480,0,0,192,0,936.2,712.2,28,0
480,0,0,192,0,936.2,712.2,7,0
480,0,0,192,0,936.2,712.2,90,0
480,0,0,192,0,936.2,712.2,3,0
333,0,0,192,0,931.2,842.6,3,0
255,0,0,192,0,889.8,945,90,0
255,0,0,192,0,889.8,945,7,0
289,0,0,192,0,913.2,895.3,7,0
255,0,0,192,0,889.8,945,28,0
333,0,0,192,0,931.2,842.6,28,0
333,0,0,192,0,931.2,842.6,7,0
289,0,0,192,0,913.2,895.3,28,0
333,0,0,192,0,931.2,842.6,90,0
393,0,0,192,0,940.6,785.6,7,0
255,0,0,192,0,889.8,945,3,0
158.8,238.2,0,185.7,0,1040.6,734.3,7,0
239.6,359.4,0,185.7,0,941.6,664.3,7,0
238.2,158.8,0,185.7,0,1040.6,734.3,7,0
181.9,272.8,0,185.7,0,1012.4,714.3,28,0
193.5,290.2,0,185.7,0,998.2,704.3,28,0
255.5,170.3,0,185.7,0,1026.6,724.3,7,0
272.8,181.9,0,185.7,0,1012.4,714.3,7,0
239.6,359.4,0,185.7,0,941.6,664.3,28,0
220.8,147.2,0,185.7,0,1055,744.3,28,0
397,0,0,185.7,0,1040.6,734.3,28,0
382.5,0,0,185.7,0,1047.8,739.3,7,0
210.7,316.1,0,185.7,0,977,689.3,7,0
158.8,238.2,0,185.7,0,1040.6,734.3,28,0
295.8,0,0,185.7,0,1091.4,769.3,7,0
255.5,170.3,0,185.7,0,1026.6,724.3,28,0
203.5,135.7,0,185.7,0,1076.2,759.3,7,0
397,0,0,185.7,0,1040.6,734.3,7,0
381.4,0,0,185.7,0,1104.6,784.3,28,0
295.8,0,0,185.7,0,1091.4,769.3,28,0
228,342.1,0,185.7,0,955.8,674.3,28,0
220.8,147.2,0,185.7,0,1055,744.3,7,0
316.1,210.7,0,185.7,0,977,689.3,28,0
135.7,203.5,0,185.7,0,1076.2,759.3,7,0
238.1,0,0,185.7,0,1118.8,789.3,28,0
339.2,0,0,185.7,0,1069.2,754.3,7,0
135.7,203.5,0,185.7,0,1076.2,759.3,28,0
193.5,290.2,0,185.7,0,998.2,704.3,7,0
203.5,135.7,0,185.7,0,1076.2,759.3,28,0
290.2,193.5,0,185.7,0,998.2,704.3,7,0
181.9,272.8,0,185.7,0,1012.4,714.3,7,0
170.3,155.5,0,185.7,0,1026.6,724.3,28,0
210.7,316.1,0,185.7,0,977,689.3,28,0
228,342.1,0,185.7,0,955.8,674.3,7,0
290.2,193.5,0,185.7,0,998.2,704.3,28,0
381.4,0,0,185.7,0,1104.6,784.3,7,0
238.2,158.8,0,185.7,0,1040.6,734.3,28,0
186.2,124.1,0,185.7,0,1083.4,764.3,7,0
339.2,0,0,185.7,0,1069.2,754.3,28,0
238.1,0,0,185.7,0,1118.8,789.3,7,0
252.5,0,0,185.7,0,1111.6,784.3,28,0
382.5,0,0,185.7,0,1047.8,739.3,28,0
252.5,0,0,185.7,0,1111.6,784.3,7,0
316.1,210.7,0,185.7,0,977,689.3,7,0
186.2,124.1,0,185.7,0,1083.4,764.3,28,0
170.3,155.5,0,185.7,0,1026.6,724.3,7,0
272.8,181.9,0,185.7,0,1012.4,714.3,28,0
339,0,0,197,0,968,781,3,0
339,0,0,197,0,968,781,7,0
339,0,0,197,0,968,781,14,0
339,0,0,197,0,968,781,28,0
339,0,0,197,0,968,781,90,0
339,0,0,197,0,968,781,180,0
339,0,0,197,0,968,781,365,0
236,0,0,194,0,968,885,3,0
236,0,0,194,0,968,885,14,0
236,0,0,194,0,968,885,28,0
236,0,0,194,0,968,885,90,0
236,0,0,193,0,968,885,180,0
236,0,0,193,0,968,885,365,0
277,0,0,191,0,968,856,14,0
277,0,0,191,0,968,856,28,0
277,0,0,191,0,968,856,3,0
277,0,0,191,0,968,856,90,0
277,0,0,191,0,968,856,180,0
277,0,0,191,0,968,856,360,0
254,0,0,198,0,968,863,3,0
254,0,0,198,0,968,863,90,0
254,0,0,198,0,968,863,180,0
254,0,0,198,0,968,863,365,0
307,0,0,193,0,968,812,180,0
307,0,0,193,0,968,812,365,0
307,0,0,193,0,968,812,3,0
307,0,0,193,0,968,812,28,0
307,0,0,193,0,968,812,90,0
236,0,0,193,0,968,885,7,0
200,0,0,180,0,1125,845,7,0
200,0,0,180,0,1125,845,28,0
225,0,0,181,0,1113,833,7,0
225,0,0,181,0,1113,833,28,0
325,0,0,184,0,1063,783,7,0
325,0,0,184,0,1063,783,28,0
275,0,0,183,0,1088,808,7,0
275,0,0,183,0,1088,808,28,0
300,0,0,184,0,1075,795,7,0
300,0,0,184,0,1075,795,28,0
375,0,0,186,0,1038,758,7,0
375,0,0,186,0,1038,758,28,0
400,0,0,187,0,1025,745,28,0
400,0,0,187,0,1025,745,7,0
250,0,0,182,0,1100,820,7,0
250,0,0,182,0,1100,820,28,0
350,0,0,186,0,1050,770,7,0
350,0,0,186,0,1050,770,28,0
203.5,305.3,0,203.5,0,963.4,630,7,0
250.2,166.8,0,203.5,0,977.6,694.1,90,0
157,236,0,192,0,935.4,781.2,90,0
141.3,212,0,203.5,0,971.8,748.5,28,0
166.8,250.2,0,203.5,0,975.6,692.6,3,0
122.6,183.9,0,203.5,0,958.2,800.1,90,0
183.9,122.6,0,203.5,0,959.2,800,3,0
102,153,0,192,0,887,942,3,0
102,153,0,192,0,887,942,90,0
122.6,183.9,0,203.5,0,958.2,800.1,28,0
166.8,250.2,0,203.5,0,975.6,692.6,28,0
200,133,0,192,0,965.4,806.2,3,0
108.3,162.4,0,203.5,0,938.2,849,28,0
305.3,203.5,0,203.5,0,965.4,631,7,0
108.3,162.4,0,203.5,0,938.2,849,90,0
116,173,0,192,0,909.8,891.9,90,0
141.3,212,0,203.5,0,971.8,748.5,7,0
157,236,0,192,0,935.4,781.2,28,0
133,200,0,192,0,927.4,839.2,28,0
250.2,166.8,0,203.5,0,977.6,694.1,7,0
173,116,0,192,0,946.8,856.8,7,0
192,288,0,192,0,929.8,716.1,3,0
192,288,0,192,0,929.8,716.1,28,0
153,102,0,192,0,888,943.1,3,0
288,192,0,192,0,932,717.8,3,0
305.3,203.5,0,203.5,0,965.4,631,28,0
236,157,0,192,0,972.6,749.1,7,0
173,116,0,192,0,946.8,856.8,3,0
212,141.3,0,203.5,0,973.4,750,7,0
236,157,0,192,0,972.6,749.1,3,0
183.9,122.6,0,203.5,0,959.2,800,90,0
166.8,250.2,0,203.5,0,975.6,692.6,7,0
102,153,0,192,0,887,942,7,0
288,192,0,192,0,932,717.8,28,0
212,141.3,0,203.5,0,973.4,750,28,0
102,153,0,192,0,887,942,28,0
173,116,0,192,0,946.8,856.8,28,0
183.9,122.6,0,203.5,0,959.2,800,28,0
133,200,0,192,0,927.4,839.2,90,0
192,288,0,192,0,929.8,716.1,90,0
133,200,0,192,0,927.4,839.2,7,0
305.3,203.5,0,203.5,0,965.4,631,3,0
236,157,0,192,0,972.6,749.1,90,0
108.3,162.4,0,203.5,0,938.2,849,3,0
157,236,0,192,0,935.4,781.2,7,0
288,192,0,192,0,932,717.8,7,0
212,141.3,0,203.5,0,973.4,750,3,0
212,141.3,0,203.5,0,973.4,750,90,0
153,102,0,192,0,888,943.1,28,0
236,157,0,192,0,972.6,749.1,28,0
116,173,0,192,0,909.8,891.9,28,0
183.9,122.6,0,203.5,0,959.2,800,7,0
108.3,162.4,0,203.5,0,938.2,849,7,0
203.5,305.3,0,203.5,0,963.4,630,28,0
203.5,305.3,0,203.5,0,963.4,630,3,0
133,200,0,192,0,927.4,839.2,3,0
288,192,0,192,0,932,717.8,90,0
200,133,0,192,0,965.4,806.2,7,0
200,133,0,192,0,965.4,806.2,28,0
250.2,166.8,0,203.5,0,977.6,694.1,3,0
122.6,183.9,0,203.5,0,958.2,800.1,3,0
153,102,0,192,0,888,943.1,90,0
200,133,0,192,0,965.4,806.2,90,0
116,173,0,192,0,909.8,891.9,3,0
173,116,0,192,0,946.8,856.8,90,0
250.2,166.8,0,203.5,0,977.6,694.1,28,0
305.3,203.5,0,203.5,0,965.4,631,90,0
192,288,0,192,0,929.8,716.1,7,0
157,236,0,192,0,935.4,781.2,3,0
153,102,0,192,0,888,943.1,7,0
141.3,212,0,203.5,0,971.8,748.5,90,0
116,173,0,192,0,909.8,891.9,7,0
141.3,212,0,203.5,0,971.8,748.5,3,0
122.6,183.9,0,203.5,0,958.2,800.1,7,0
166.8,250.2,0,203.5,0,975.6,692.6,90,0
203.5,305.3,0,203.5,0,963.4,630,90,0
310,0,0,192,0,1012,830,3,0
310,0,0,192,0,1012,830,7,0
310,0,0,192,0,1012,830,28,0
310,0,0,192,0,1012,830,90,0
310,0,0,192,0,1012,830,120,0
331,0,0,192,0,1025,821,3,0
331,0,0,192,0,1025,821,7,0
331,0,0,192,0,1025,821,28,0
331,0,0,192,0,1025,821,90,0
331,0,0,192,0,1025,821,120,0
349,0,0,192,0,1056,809,3,0
349,0,0,192,0,1056,809,7,0
349,0,0,192,0,1056,809,28,0
349,0,0,192,0,1056,809,90,0
349,0,0,192,0,1056,809,120,0
238,0,0,186,0,1119,789,7,0
238,0,0,186,0,1119,789,28,0
296,0,0,186,0,1090,769,7,0
296,0,0,186,0,1090,769,28,0
297,0,0,186,0,1040,734,7,0
480,0,0,192,0,936,721,28,0
480,0,0,192,0,936,721,90,0
397,0,0,186,0,1040,734,28,0
281,0,0,186,0,1104,774,7,0
281,0,0,185,0,1104,774,28,0
500,0,0,200,0,1125,613,1,0
500,0,0,200,0,1125,613,3,0
500,0,0,200,0,1125,613,7,0
500,0,0,200,0,1125,613,14,0
500,0,0,200,0,1125,613,28,0
540,0,0,173,0,1125,613,7,0
540,0,0,173,0,1125,613,14,1
540,0,0,173,0,1125,613,28,1
540,0,0,173,0,1125,613,90,1
540,0,0,173,0,1125,613,180,1
540,0,0,173,0,1125,613,270,1
350,0,0,203,0,974,775,7,0
350,0,0,203,0,974,775,14,0
350,0,0,203,0,974,775,28,0
350,0,0,203,0,974,775,56,0
350,0,0,203,0,974,775,90,0
350,0,0,203,0,974,775,180,0
385,0,0,186,0,966,763,1,0
385,0,0,186,0,966,763,3,0
385,0,0,186,0,966,763,7,0
385,0,0,186,0,966,763,14,0
385,0,0,186,0,966,763,28,0
331,0,0,192,0,978,825,180,0
331,0,0,192,0,978,825,360,0
349,0,0,192,0,1047,806,3,0
331,0,0,192,0,978,825,3,0
382,0,0,186,0,1047,739,7,0
382,0,0,186,0,1047,739,28,0
382,0,0,186,0,1111,784,7,0
281,0,0,186,0,1104,774,28,0
339,0,0,185,0,1069,754,7,0
339,0,0,185,0,1069,754,28,0
295,0,0,185,0,1069,769,7,0
295,0,0,185,0,1069,769,28,0
238,0,0,185,0,1118,789,28,0
296,0,0,192,0,1085,765,7,0
296,0,0,192,0,1085,765,28,0
296,0,0,192,0,1085,765,90,0
331,0,0,192,0,879,825,3,0
331,0,0,192,0,978,825,7,0
331,0,0,192,0,978,825,28,0
331,0,0,192,0,978,825,90,0
349,0,0,192,0,1047,806,7,0
349,0,0,192,0,1047,806,28,0
349,0,0,192,0,1047,806,90,0
349,0,0,192,0,1047,806,180,0
349,0,0,192,0,1047,806,360,0
302,0,0,203,0,974,817,14,0
302,0,0,203,0,974,817,180,0
525,0,0,189,0,1125,613,180,1
500,0,0,200,0,1125,613,90,0
500,0,0,200,0,1125,613,180,0
500,0,0,200,0,1125,613,270,1
540,0,0,173,0,1125,613,3,0
252,0,0,185,0,1111,784,7,0
252,0,0,185,0,1111,784,28,0
339,0,0,185,0,1060,754,28,0
393,0,0,192,0,940,758,3,0
393,0,0,192,0,940,758,28,0
393,0,0,192,0,940,758,90,0
382,0,0,185,0,1047,739,7,0
382,0,0,185,0,1047,739,28,0
252,0,0,186,0,1111,784,7,0
252,0,0,185,0,1111,784,28,0
310,0,0,192,0,970,850,7,0
310,0,0,192,0,970,850,28,0
310,0,0,192,0,970,850,90,0
310,0,0,192,0,970,850,180,0
310,0,0,192,0,970,850,360,0
525,0,0,189,0,1125,613,3,0
525,0,0,189,0,1125,613,7,0
525,0,0,189,0,1125,613,14,0
525,0,0,189,0,1125,613,28,1
525,0,0,189,0,1125,613,90,1
525,0,0,189,0,1125,613,270,1
322,0,0,203,0,974,800,14,0
322,0,0,203,0,974,800,28,0
322,0,0,203,0,974,800,180,0
302,0,0,203,0,974,817,28,0
397,0,0,185,0,1040,734,28,0
480,0,0,192,0,936,721,3,0
522,0,0,146,0,896,896,7,0
522,0,0,146,0,896,896,28,1
273,105,82,210,9,904,680,28,0
162,190,148,179,19,838,741,28,0
154,144,112,220,10,923,658,28,0
147,115,89,202,9,860,829,28,0
152,178,139,168,18,944,695,28,0
310,143,111,168,22,914,651,28,0
144,0,175,158,18,943,844,28,0
304,140,0,214,6,895,722,28,0
374,0,0,190,7,1013,730,28,0
159,149,116,175,15,953,720,28,0
153,239,0,200,6,1002,684,28,0
310,143,0,168,10,914,804,28,0
305,0,100,196,10,959,705,28,0
151,0,184,167,12,991,772,28,0
142,167,130,174,11,883,785,28,0
298,137,107,201,6,878,655,28,0
321,164,0,190,5,870,774,28,1
366,187,0,191,7,824,757,28,1
280,129,100,172,9,825,805,28,0
252,97,76,194,8,835,821,28,0
165,0,150,182,12,1023,729,28,0
156,243,0,180,11,1022,698,28,0
160,188,146,203,11,829,710,28,0
298,0,107,186,6,879,815,28,0
318,0,126,210,6,861,737,28,0
287,121,94,188,9,904,696,28,0
326,166,0,174,9,882,790,28,1
356,0,142,193,11,801,778,28,0
132,207,161,179,5,867,736,28,0
322,149,0,186,8,951,709,28,0
164,0,200,181,13,849,846,28,0
314,0,113,170,10,925,783,28,0
321,0,128,182,11,870,780,28,0
140,164,128,237,6,869,656,28,0
288,121,0,177,7,908,829,28,0
298,0,107,210,11,880,744,28,0
265,111,86,195,6,833,790,28,0
160,250,0,168,12,1049,688,28,0
166,260,0,183,13,859,827,28,0
276,116,90,180,9,870,768,28,0
322,0,116,196,10,818,813,28,0
149,139,109,193,6,892,780,28,0
159,187,0,176,11,990,789,28,0
261,100,78,201,9,864,761,28,0
237,92,71,247,6,853,695,28,0
313,0,113,178,8,1002,689,28,0
155,183,0,193,9,1047,697,28,0
146,230,0,202,3,827,872,28,0
296,0,107,221,11,819,778,28,0
133,210,0,196,3,949,795,28,0
313,145,0,178,8,867,824,28,0
152,0,112,184,8,992,816,28,0
153,145,113,178,8,1002,689,28,0
140,133,103,200,7,916,753,28,0
149,236,0,176,13,847,893,28,0
300,0,120,212,10,878,728,28,0
153,145,113,178,8,867,824,28,0
148,0,137,158,16,1002,830,28,0
326,0,138,199,11,801,792,28,0
153,145,0,178,8,1000,822,28,0
262,111,86,195,5,895,733,28,0
158,0,195,220,11,898,713,28,0
151,0,185,167,16,1074,678,28,0
273,0,90,199,11,931,762,28,0
149,118,92,183,7,953,780,28,0
143,169,143,191,8,967,643,28,0
260,101,78,171,10,936,763,28,0
313,161,0,178,10,917,759,28,0
284,120,0,168,7,970,794,28,0
336,0,0,182,3,986,817,28,0
145,0,134,181,11,979,812,28,0
150,237,0,174,12,1069,675,28,0
144,170,133,192,8,814,805,28,0
331,170,0,195,8,811,802,28,1
155,0,143,193,9,1047,697,28,0
155,183,0,193,9,877,868,28,0
135,0,166,180,10,961,805,28,0
266,112,87,178,10,910,745,28,0
314,145,113,179,8,869,690,28,0
313,145,0,127,8,1000,822,28,0
146,173,0,182,3,986,817,28,0
144,136,106,178,7,941,774,28,0
148,0,182,181,15,839,884,28,0
277,117,91,191,7,946,666,28,0
298,0,107,164,13,953,784,28,0
313,145,0,178,8,1002,689,28,0
155,184,143,194,9,880,699,28,0
289,134,0,195,6,924,760,28,0
148,175,0,171,2,1000,828,28,0
145,0,179,202,8,824,869,28,0
313,0,0,178,8,1000,822,28,0
136,162,126,172,10,923,764,28,0
155,0,143,193,9,877,868,28,0
255,99,77,189,6,919,749,28,0
162,207,172,216,10,822,638,28,0
136,196,98,199,6,847,783,28,0
164,163,128,197,8,961,641,28,0
162,214,164,202,10,820,680,28,0
157,214,152,200,9,819,704,28,0
149,153,194,192,8,935,623,28,0
135,105,193,196,6,965,643,28,0
159,209,161,201,7,848,669,28,0
144,15,195,176,6,1021,709,28,0
154,174,185,228,7,845,612,28,0
167,187,195,185,7,898,636,28,0
184,86,190,213,6,923,623,28,0
156,178,187,221,7,854,614,28,0
236.9,91.7,71.5,246.9,6,852.9,695.4,28,0
313.3,0,113,178.5,8,1001.9,688.7,28,0
154.8,183.4,0,193.3,9.1,1047.4,696.7,28,0
145.9,230.5,0,202.5,3.4,827,871.8,28,0
296,0,106.7,221.4,10.5,819.2,778.4,28,0
133.1,210.2,0,195.7,3.1,949.4,795.3,28,0
313.3,145,0,178.5,8,867.2,824,28,0
151.6,0,111.9,184.4,7.9,992,815.9,28,0
153.1,145,113,178.5,8,1001.9,688.7,28,0
139.9,132.6,103.3,200.3,7.4,916,753.4,28,0
149.5,236,0,175.8,12.6,846.8,892.7,28,0
299.8,0,119.8,211.5,9.9,878.2,727.6,28,0
153.1,145,113,178.5,8,867.2,824,28,0
148.1,0,136.6,158.1,16.1,1001.8,830.1,28,0
326.5,0,137.9,199,10.8,801.1,792.5,28,0
152.7,144.7,0,178.1,8,999.7,822.2,28,0
261.9,110.5,86.1,195.4,5,895.2,732.6,28,0
158.4,0,194.9,219.7,11,897.7,712.9,28,0
150.7,0,185.3,166.7,15.6,1074.5,678,28,0
272.6,0,89.6,198.7,10.6,931.3,762.2,28,0
149,117.6,91.7,182.9,7.1,953.4,780.3,28,0
143,169.4,142.7,190.7,8.4,967.4,643.5,28,0
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,0
312.9,160.5,0,177.6,9.6,916.6,759.5,28,0
284,119.7,0,168.3,7.2,970.4,794.2,28,0
336.5,0,0,181.9,3.4,985.8,816.8,28,0
144.8,0,133.6,180.8,11.1,979.5,811.5,28,0
150,236.8,0,173.8,11.9,1069.3,674.8,28,0
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,0
330.5,169.6,0,194.9,8.1,811,802.3,28,1
154.8,0,142.8,193.3,9.1,1047.4,696.7,28,0
154.8,183.4,0,193.3,9.1,877.2,867.7,28,0
134.7,0,165.7,180.2,10,961,804.9,28,0
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,0
314,145.3,113.2,178.9,8,869.1,690.2,28,0
312.7,144.7,0,127.3,8,999.7,822.2,28,0
145.7,172.6,0,181.9,3.4,985.8,816.8,28,0
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,0
148.1,0,182.1,181.4,15,838.9,884.3,28,0
277,116.8,91,190.6,7,946.5,665.6,28,0
298.1,0,107.5,163.6,12.8,953.2,784,28,0
313.3,145,0,178.5,8,1001.9,688.7,28,0
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,0
289,133.7,0,194.9,5.5,924.1,760.1,28,0
147.8,175.1,0,171.2,2.2,1000,828.5,28,0
145.4,0,178.9,201.7,7.8,824,868.7,28,0
312.7,0,0,178.1,8,999.7,822.2,28,0
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,0
154.8,0,142.8,193.3,9.1,877.2,867.7,28,0
255.3,98.8,77,188.6,6.5,919,749.3,28,0
272.8,105.1,81.8,209.7,9,904,679.7,28,0
162,190.1,148.1,178.8,18.8,838.1,741.4,28,0
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,0
146.5,114.6,89.3,201.9,8.8,860,829.5,28,0
151.8,178.1,138.7,167.5,18.3,944,694.6,28,0
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,0
143.6,0,174.9,158.4,17.9,942.7,844.5,28,0
303.6,139.9,0,213.5,6.2,895.5,722.5,28,0
374.3,0,0,190.2,6.7,1013.2,730.4,28,0
158.6,148.9,116,175.1,15,953.3,719.7,28,0
152.6,238.7,0,200,6.3,1001.8,683.9,28,0
310,142.8,0,167.9,10,914.3,804,28,0
304.8,0,99.6,196,9.8,959.4,705.2,28,0
150.9,0,183.9,166.6,11.6,991.2,772.2,28,0
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,0
297.8,137.2,106.9,201.3,6,878.4,655.3,28,0
321.3,164.2,0,190.5,4.6,870,774,28,1
366,187,0,191.3,6.6,824.3,756.9,28,1
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,0
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,0
164.6,0,150.4,181.6,11.7,1023.3,728.9,28,0
155.6,243.5,0,180.3,10.7,1022,697.7,28,0
160.2,188,146.4,203.2,11.3,828.7,709.7,28,0
298.1,0,107,186.4,6.1,879,815.2,28,0
317.9,0,126.5,209.7,5.7,860.5,736.6,28,0
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,0
325.6,166.4,0,174,8.9,881.6,790,28,1
355.9,0,141.6,193.3,11,801.4,778.4,28,0
132,206.5,160.9,178.9,5.5,866.9,735.6,28,0
322.5,148.6,0,185.8,8.5,951,709.5,28,0
164.2,0,200.1,181.2,12.6,849.3,846,28,0
313.8,0,112.6,169.9,10.1,925.3,782.9,28,0
321.4,0,127.9,182.5,11.5,870.1,779.7,28,0
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,0
288.4,121,0,177.4,7,907.9,829.5,28,0
298.2,0,107,209.7,11.1,879.6,744.2,28,0
264.5,111,86.5,195.5,5.9,832.6,790.4,28,0
159.8,250,0,168.4,12.2,1049.3,688.2,28,0
166,259.7,0,183.2,12.7,858.8,826.8,28,0
276.4,116,90.3,179.6,8.9,870.1,768.3,28,0
322.2,0,115.6,196,10.4,817.9,813.4,28,0
148.5,139.4,108.6,192.7,6.1,892.4,780,28,0
159.1,186.7,0,175.6,11.3,989.6,788.9,28,0
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,0
